,Joint_0_x,Joint_0_y,Joint_0_z,Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Joint_4_x,Joint_4_y,Joint_4_z,Joint_5_x,Joint_5_y,Joint_5_z,Joint_6_x,Joint_6_y,Joint_6_z,Joint_7_x,Joint_7_y,Joint_7_z,Joint_8_x,Joint_8_y,Joint_8_z,Joint_9_x,Joint_9_y,Joint_9_z,Joint_10_x,Joint_10_y,Joint_10_z,Joint_11_x,Joint_11_y,Joint_11_z,Joint_12_x,Joint_12_y,Joint_12_z,Joint_13_x,Joint_13_y,Joint_13_z,Joint_14_x,Joint_14_y,Joint_14_z,Joint_15_x,Joint_15_y,Joint_15_z,Joint_16_x,Joint_16_y,Joint_16_z,Joint_17_x,Joint_17_y,Joint_17_z,Joint_18_x,Joint_18_y,Joint_18_z,Joint_19_x,Joint_19_y,Joint_19_z,Joint_20_x,Joint_20_y,Joint_20_z
0,366.04358673095703,157.44808673858643,0.00035977067454950884,369.322509765625,170.13270378112793,-58.37395668029785,349.1082000732422,183.29222202301025,-82.80703544616699,324.15504455566406,193.18621158599854,-94.66104507446289,297.5057029724121,209.04483318328857,-105.73641777038574,305.0653266906738,186.20977878570557,-71.71707153320312,272.1849250793457,210.914568901062,-92.00891494750977,246.75804138183594,230.24630069732666,-106.76253318786621,224.81319427490234,246.34949684143066,-116.75679206848145,299.0142059326172,190.6025791168213,-46.807003021240234,265.9836769104004,214.66032028198242,-67.16986656188965,238.35132598876953,234.43768501281738,-82.94504165649414,216.18179321289062,249.6675682067871,-94.49014663696289,297.5593948364258,195.0691795349121,-24.566400051116943,268.41882705688477,215.38960933685303,-42.39508628845215,246.5984344482422,231.91869735717773,-58.329033851623535,228.2657241821289,244.11117553710938,-69.25148010253906,297.9281997680664,199.8378324508667,-6.216057538986206,276.9689178466797,215.50596714019775,-22.757413387298584,261.0737991333008,226.21593475341797,-36.643807888031006,246.1853790283203,234.36607360839844,-46.588730812072754
1,368.48777770996094,128.60987663269043,0.0002432883411529474,374.63748931884766,149.02140140533447,-43.196330070495605,366.7296600341797,182.82716274261475,-55.31289577484131,358.29349517822266,213.7563943862915,-58.58390808105469,351.1228942871094,244.03298377990723,-59.49734687805176,334.5063018798828,211.9742774963379,-27.7240252494812,333.2829284667969,258.4851551055908,-34.82414722442627,332.4304962158203,289.94911193847656,-42.96663761138916,330.9267044067383,316.47789001464844,-49.18684005737305,336.5659713745117,215.17905235290527,-7.836095094680786,334.2381286621094,258.8775157928467,-14.690951108932495,331.9414520263672,291.91752433776855,-24.44772720336914,329.35386657714844,318.2464027404785,-31.78579092025757,343.18172454833984,216.01748943328857,8.236732482910156,339.83253479003906,255.30627250671387,0.7018578052520752,339.1861343383789,281.81785583496094,-9.03322696685791,337.0050811767578,304.5812129974365,-15.394285917282104,350.79185485839844,216.5591812133789,20.65592050552368,348.02032470703125,247.4428939819336,13.423506021499634,348.5696029663086,266.8322467803955,6.446341872215271,347.60868072509766,283.465518951416,1.6652975976467133
2,370.5810546875,152.1556520462036,0.00040243099647341296,375.0626754760742,161.006498336792,-60.961055755615234,354.0849304199219,174.13597583770752,-85.64628601074219,329.35333251953125,186.41591548919678,-97.51462936401367,302.7276420593262,202.96520233154297,-108.50526809692383,308.2352066040039,180.55987358093262,-69.74919319152832,274.4950485229492,208.29033851623535,-87.91594505310059,249.66596603393555,227.65179634094238,-101.82425498962402,228.1222152709961,243.76842498779297,-111.4680290222168,304.30463790893555,187.5137186050415,-43.13878059387207,270.1415252685547,213.54865550994873,-60.86504936218262,242.74829864501953,233.68253231048584,-76.91086292266846,220.71125030517578,248.8329792022705,-88.99547576904297,304.80125427246094,194.26889419555664,-19.408345222473145,275.4076385498047,215.71778297424316,-34.453818798065186,252.81536102294922,232.5787353515625,-50.947980880737305,234.0179443359375,245.18783569335938,-62.815446853637695,306.6012763977051,201.0871410369873,0.11264120228588581,285.666446685791,217.40469932556152,-13.429968357086182,269.97798919677734,228.79488945007324,-26.61217451095581,256.1947822570801,238.55707168579102,-36.70198440551758
3,360.4579162597656,133.99643898010254,0.0005045681973570026,351.7354965209961,118.7739086151123,-54.48738098144531,323.52237701416016,99.28190231323242,-73.23172092437744,296.29323959350586,83.50162982940674,-81.31752014160156,265.1687240600586,69.51250791549683,-88.52845191955566,286.79121017456055,80.50778388977051,-40.39821147918701,247.77393341064453,59.90021824836731,-46.248812675476074,220.90608596801758,44.480838775634766,-53.88314723968506,200.2869415283203,32.46087312698364,-59.73118305206299,281.55508041381836,89.85406637191772,-14.577711820602417,241.25732421875,66.56950950622559,-15.591552257537842,215.3369903564453,50.39842486381531,-24.37533140182495,195.09607315063477,34.737181663513184,-32.39245653152466,279.93669509887695,99.22064065933228,7.176795601844788,244.6560287475586,77.60005474090576,7.530232071876526,221.9296646118164,62.699947357177734,-3.265415132045746,204.0213966369629,48.707953691482544,-13.380188941955566,280.1375389099121,110.63419818878174,24.14644956588745,255.18621444702148,97.92515516281128,23.496861457824707,237.75543212890625,87.50439405441284,16.139429807662964,222.9949188232422,76.89757347106934,8.616087436676025
4,368.2638931274414,143.9458465576172,0.00014251843822421506,378.70452880859375,197.19125747680664,8.151268362998962,365.50411224365234,226.00786685943604,10.706439018249512,339.4919204711914,242.43510246276855,17.72570252418518,319.44374084472656,261.2315368652344,25.652849674224854,324.80106353759766,226.52923107147217,-24.14346933364868,291.57299041748047,256.24134063720703,-27.134132385253906,272.24645614624023,275.5777072906494,-25.361697673797607,255.78716278076172,288.91468048095703,-21.647357940673828,309.1086006164551,208.2096290588379,-18.97662043571472,274.70788955688477,244.16607856750488,-26.182799339294434,253.76398086547852,266.5071487426758,-24.741981029510498,237.52857208251953,282.5057888031006,-22.02969789505005,300.29701232910156,190.29107093811035,-9.125491380691528,268.8713073730469,223.9586591720581,-14.224117994308472,250.33172607421875,246.9217014312744,-14.784009456634521,234.48553085327148,261.95817947387695,-13.018536567687988,291.69076919555664,173.03406715393066,4.198400378227234,268.31714630126953,197.72343635559082,6.027777194976807,254.52686309814453,214.22595977783203,8.582305312156677,241.2051010131836,229.31091785430908,11.005109548568726
5,370.55187225341797,144.18889045715332,9.121956281887833e-05,388.7112045288086,192.93545722961426,7.148191332817078,381.70055389404297,225.935640335083,10.01136302947998,358.8817596435547,247.80424118041992,16.952778100967407,341.77791595458984,269.59407806396484,25.177648067474365,341.39503479003906,232.72443294525146,-19.23776149749756,316.3235664367676,271.5744209289551,-20.213983058929443,302.35301971435547,295.0638198852539,-17.53444194793701,290.7149124145508,313.3450126647949,-13.8512122631073,321.43566131591797,217.9198980331421,-14.383528232574463,298.0340766906738,263.946533203125,-20.499155521392822,284.03913497924805,290.8038139343262,-19.518771171569824,273.0989646911621,312.03028678894043,-17.342560291290283,308.8213920593262,202.10217475891113,-5.228670239448547,286.03769302368164,243.8495922088623,-8.362993001937866,273.76089096069336,271.0254192352295,-7.667461633682251,263.217716217041,289.7724723815918,-5.341471433639526,297.1204948425293,184.76886749267578,6.827499866485596,279.7419738769531,216.7625856399536,11.343940496444702,270.69644927978516,236.77446842193604,15.957255363464355,262.1893119812012,254.27759170532227,19.656977653503418
6,369.9058532714844,142.10991382598877,0.00019858713130815886,375.98819732666016,193.7725067138672,2.703513503074646,358.9006805419922,220.60077667236328,1.812397986650467,328.3799362182617,234.71071243286133,6.168809533119202,305.1573371887207,251.17120742797852,11.369249820709229,317.83092498779297,215.26100635528564,-31.059136390686035,280.3675079345703,240.83398818969727,-33.95862817764282,258.3894348144531,257.7733039855957,-31.383605003356934,239.68740463256836,269.5836639404297,-27.72885799407959,303.2928657531738,194.27188396453857,-25.03460168838501,264.69120025634766,225.72700023651123,-33.72622728347778,240.79788208007812,245.3877067565918,-33.34790229797363,222.0327377319336,259.7805690765381,-31.763291358947754,297.1998977661133,175.31903743743896,-14.411051273345947,261.44229888916016,204.2400026321411,-20.821921825408936,239.22590255737305,225.24235725402832,-22.171590328216553,221.23394012451172,239.13125038146973,-21.311569213867188,292.1464538574219,157.30822563171387,-0.8175407350063324,265.02933502197266,177.93667316436768,-0.24862390011548996,248.0752182006836,192.08341598510742,1.5296682715415955,232.24187850952148,205.2528476715088,3.1635260581970215
7,379.9954605102539,142.16161251068115,0.0002634343945828732,362.6240921020508,194.1439390182495,-4.065209627151489,335.21800994873047,211.69542789459229,-6.914200186729431,303.7772750854492,209.4315004348755,-3.1652358174324036,274.7711753845215,213.2660150527954,1.8232907354831696,296.89855575561523,184.32505130767822,-35.3228497505188,252.8122329711914,184.36941146850586,-37.236225605010986,225.3853416442871,184.2414665222168,-33.7449312210083,204.6957015991211,181.44005298614502,-28.996565341949463,294.24333572387695,158.95872116088867,-24.664413928985596,244.75391387939453,163.12326908111572,-30.42968511581421,214.53851699829102,164.65696334838867,-28.164668083190918,191.96474075317383,163.7821626663208,-25.26404857635498,297.13788986206055,138.93107414245605,-9.996492862701416,252.62445449829102,144.4305181503296,-12.780860662460327,223.27564239501953,149.06663417816162,-13.525046110153198,200.2954864501953,149.63740825653076,-12.957866191864014,299.3779754638672,122.35224723815918,6.8389201164245605,268.0772590637207,126.4405632019043,9.285232424736023,247.00860977172852,129.66646671295166,10.254449844360352,226.7294692993164,131.75601482391357,11.0136079788208
8,371.5934753417969,137.58184432983398,0.0001922919364005793,379.0706253051758,187.4241828918457,6.348338723182678,363.87237548828125,214.87233638763428,5.633765459060669,335.3998565673828,230.99314212799072,8.51504385471344,313.8948631286621,249.20371055603027,11.870572566986084,324.5747375488281,213.1005048751831,-25.681917667388916,287.4199104309082,241.0463047027588,-29.197087287902832,266.0533332824707,257.9724311828613,-27.32283353805542,247.90777206420898,269.57837104797363,-23.994791507720947,309.33849334716797,193.85573387145996,-22.64791488647461,271.35488510131836,227.9822301864624,-31.70583486557007,247.97962188720703,247.80753135681152,-31.607182025909424,229.35009002685547,262.27935791015625,-29.889869689941406,302.0198059082031,175.00132083892822,-15.096091032028198,266.7814826965332,207.1375036239624,-21.635634899139404,245.34578323364258,228.61114025115967,-22.063140869140625,227.87044525146484,242.38929748535156,-20.433123111724854,295.3304672241211,155.70801258087158,-4.441560804843903,268.0512237548828,179.90700244903564,-2.872888147830963,252.30342864990234,195.5449104309082,0.6635081768035889,238.11750411987305,209.54688549041748,3.557201325893402
9,377.7131652832031,134.73512649536133,0.0003072910840273835,388.29288482666016,179.24031257629395,-5.923848748207092,384.8820114135742,214.10902976989746,-16.937700510025024,383.17745208740234,248.16232681274414,-25.411272048950195,387.1869659423828,275.51422119140625,-34.27296161651611,328.03882598876953,209.7863531112671,-29.696147441864014,289.0127754211426,241.02347373962402,-38.91798734664917,266.7145538330078,258.4713363647461,-42.41962909698486,247.9742431640625,271.0019016265869,-43.04356098175049,310.5332946777344,192.75943279266357,-26.00656747817993,271.9293403625488,228.47801685333252,-36.15527868270874,247.92518615722656,249.67111587524414,-37.90942430496216,228.46115112304688,263.5924530029297,-37.735722064971924,301.5123748779297,172.9515552520752,-20.092599391937256,266.93620681762695,207.41872787475586,-25.645923614501953,243.81576538085938,228.45474243164062,-27.065372467041016,226.67633056640625,243.43331336975098,-26.833648681640625,297.6247978210449,153.5084867477417,-13.173571825027466,269.3483543395996,179.0651035308838,-13.078750371932983,253.35468292236328,195.71009159088135,-10.209455490112305,240.59846878051758,209.38817024230957,-7.479046583175659
